title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Unaccommodating,Eminem Featuring Young M.A,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,0.852,0.752,1,-5.792999999999999,1,0.0597,0.0169,0.0,0.39399999999999996,0.389,89.95,216600,4,1
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB,0.68,0.82,4,-4.197,0,0.151,0.0614,0.0,0.597,0.243,140.033,234653,4,1
Circles,Mac Miller,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT,0.61,0.0316,9,-15.186,1,0.0486,0.8959999999999999,0.00461,0.10800000000000001,0.37,151.964,170360,4,1
Black Swan,BTS,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,0.7190000000000001,0.758,2,-5.167000000000001,0,0.0851,0.13699999999999998,0.0,0.129,0.49,147.023,198261,4,1
Leaving Heaven,Eminem Featuring Skylar Grey,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq,0.6609999999999999,0.748,2,-4.809,0,0.20600000000000002,0.175,0.0,0.254,0.509,171.983,265947,3,1
Complicated,Mac Miller,https://open.spotify.com/track/3WfSNAoj2D8C9noPSGZZFM,0.831,0.36,0,-8.073,1,0.052000000000000005,0.136,0.00217,0.0703,0.601,75.014,232212,4,1
Hand Me Downs,Mac Miller,https://open.spotify.com/track/2Yv2mHzr5AQavVdwQjEokV,0.677,0.33,2,-11.198,1,0.149,0.474,0.0008710000000000001,0.064,0.336,68.985,298440,4,1
Premonition (Intro),Eminem,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,0.847,0.637,1,-5.193,1,0.36700000000000005,0.0258,0.000648,0.382,0.511,165.979,173893,4,1
I Can See,Mac Miller,https://open.spotify.com/track/3R8CyhJfVjvgIROd5RSGhQ,0.6990000000000001,0.503,5,-9.922,0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853,4,1
In Too Deep,Eminem,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr,0.72,0.767,10,-5.8389999999999995,0,0.214,0.0387,0.0,0.20199999999999999,0.595,88.96600000000001,194707,4,1
Woods,Mac Miller,https://open.spotify.com/track/3Qa944OTMZkg8DHjET8JQv,0.779,0.36200000000000004,0,-10.847000000000001,1,0.0474,0.135,0.20600000000000002,0.111,0.46,85.01100000000001,286387,4,1
Everybody,Mac Miller,https://open.spotify.com/track/50ZbunKRxPbTa9sVu1iukc,0.875,0.599,9,-9.077,0,0.138,0.0333,0.0143,0.113,0.11199999999999999,152.061,256507,4,1
Marsh,Eminem,https://open.spotify.com/track/34d7sGX6WUqq8f04e7CSNF,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,1
No Regrets,Eminem Featuring Don Toliver,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG,0.7559999999999999,0.747,9,-5.407,1,0.046,0.0048,0.00536,0.588,0.0687,134.935,200947,4,1
Lock It Up,Eminem Featuring Anderson .Paak,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh,0.848,0.745,6,-3.052,0,0.221,0.0949,0.0,0.0796,0.516,137.024,170227,4,1
Surf,Mac Miller,https://open.spotify.com/track/1kwnxJNVl7cwcU98RvMBaR,0.828,0.182,1,-13.065999999999999,0,0.166,0.754,0.0706,0.15,0.231,147.279,330507,4,1
Stepdad,Eminem,https://open.spotify.com/track/3QVHSV8YKYq4L8tI5rnFgj,0.779,0.805,1,-3.1210000000000004,1,0.17800000000000002,0.018000000000000002,0.0,0.321,0.557,145.68,213413,4,1
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.91899999999998,229573,4,1
That's On Me,Mac Miller,https://open.spotify.com/track/0udOCZp7yk0Ml92C0k8H8D,0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.19899999999998,217868,3,1
On Chill,Wale Featuring Jeremih,https://open.spotify.com/track/5z51HY4ei5QhTjcvwq5Msw,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,1
Talk,Khalid,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.33799999999999997,136.001,197487,4,1
What If I Never Get Over You,Lady Antebellum,https://open.spotify.com/track/0qkdE1C0ufnUISKwhg8Wh6,0.5760000000000001,0.7240000000000001,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,206598,4,1
Lover,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,0.359,0.5429999999999999,7,-7.582000000000001,1,0.0919,0.49200000000000005,1.58e-05,0.11800000000000001,0.45299999999999996,68.53399999999999,221307,4,1
Playing Games,Summer Walker,https://open.spotify.com/track/4hWgC5BV5M7EtTleKVXNxw,0.759,0.413,11,-7.282,0,0.0494,0.7,0.0,0.14,0.40299999999999997,115.89299999999999,143667,4,1
Heat,Chris Brown Featuring Gunna,https://open.spotify.com/track/1GIYmwtBbPSHrqcSaukZck,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.11699999999999999,0.483,82.43,232733,4,1
Remember You Young,Thomas Rhett,https://open.spotify.com/track/3LK6wDkhbTyg8GhJidU9oC,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,1
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,https://open.spotify.com/track/5j1yOqWONR9T6l43AzJ6Es,0.757,0.6729999999999999,1,-8.513,1,0.141,0.095,0.0,0.33799999999999997,0.574,92.958,185806,3,1
Eleven,Khalid,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,0.701,0.396,4,-10.182,0,0.11900000000000001,0.11199999999999999,0.0209,0.223,0.115,129.004,206361,4,1
All Dat,Moneybagg Yo X Megan Thee Stallion,https://open.spotify.com/track/2eukAOMjUM4pxnOdIsUia9,0.792,0.772,2,-3.904,1,0.27,0.00534,0.0,0.237,0.414,120.04700000000001,143958,5,1
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",https://open.spotify.com/track/6Vdyu21iT8qScU1haSjWUU,0.76,0.755,6,-4.735,0,0.19,0.0163,2.95e-06,0.0909,0.517,101.993,171647,4,1
Conversations In The Dark,John Legend,https://open.spotify.com/track/6TYlDTa9AQDvjqwbxlvFyI,0.37200000000000005,0.355,8,-8.436,0,0.03,0.754,0.0,0.16699999999999998,0.142,126.705,237427,4,1
Protect da Brand,Moneybagg Yo Featuring DaBaby,https://open.spotify.com/track/0Pqix0NTfbuROfPbaZbBgp,0.8490000000000001,0.5770000000000001,1,-6.8020000000000005,1,0.18100000000000002,0.0266,0.0,0.10400000000000001,0.617,144.07299999999998,180020,4,1
Look At Her Now.,Selena Gomez,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr,0.753,0.564,10,-7.9079999999999995,0,0.252,0.114,0.0273,0.359,0.55,77.342,162596,5,1
Nice To Meet Ya,Niall Horan,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.03399999999999,158805,4,1
Peta,Roddy Ricch Featuring Meek Mill,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,0.778,0.573,10,-7.3389999999999995,0,0.251,0.015,0.0,0.46399999999999997,0.26899999999999996,140.114,198849,4,1
223's,YNW Melly & 9lokknine,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,0.932,0.547,0,-7.787000000000001,0,0.33299999999999996,0.0388,0.0,0.0924,0.695,94.99799999999999,176640,4,1
All I Want,Olivia Rodrigo,https://open.spotify.com/track/1v6svH1Fyx9C1nIt1mA2DT,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.59899999999999,177323,3,1
Beautiful People,Ed Sheeran Featuring Khalid,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.5479999999999999,92.977,197867,4,1
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4,1
Suge,DaBaby,https://open.spotify.com/track/4M65jQ6qkWWlavZI3g7jqR,0.8759999999999999,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.8440000000000001,75.445,163320,4,1
GANG GANG,JACKBOYS & Sheck Wes,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,0.8590000000000001,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.01700000000001,244761,4,1
HAD ENOUGH,Don Toliver Featuring Quavo & Offset,https://open.spotify.com/track/7LGWmZaoS7jZJ5tEi9EcDi,0.75,0.789,2,-4.578,1,0.10800000000000001,0.253,0.0,0.129,0.6729999999999999,147.957,157133,4,1
Enemies,Post Malone Featuring DaBaby,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,4,1
20/20,Lil Tjay,https://open.spotify.com/track/4Hqh0dS4x07zuRw6eBTO7p,0.8859999999999999,0.336,4,-12.779000000000002,1,0.239,0.557,0.0,0.0933,0.536,100.044,230448,4,1
WHAT TO DO?,JACKBOYS Featuring Don Toliver,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.4599999999999999e-05,0.115,0.195,118.037,250142,4,1
Ran$om,Lil Tecca,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.257000000000001,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000002,131240,4,1
Baby,Lil Baby & DaBaby,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,0.97,0.46299999999999997,10,-7.2589999999999995,1,0.366,0.0957,0.0,0.151,0.46,108.00299999999999,142417,4,1
GATTI,"JACKBOYS, Pop Smoke & Travis Scott",https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,0.594,0.6759999999999999,2,-5.808,1,0.344,0.135,0.0,0.163,0.47200000000000003,143.477,181145,4,1
Slow Dancing In The Dark,Joji,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.457999999999999,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,1
Death,Trippie Redd Featuring DaBaby,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y,0.802,0.82,10,-5.968999999999999,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4,1
Yellow Hearts,Ant Saunders,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,0.866,0.43799999999999994,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,4,1
Let Me Know (I Wonder Why Freestyle),Juice WRLD,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.38299999999999995,125.02799999999999,215381,4,1
Loco Contigo,"DJ Snake, J. Balvin & Tyga",https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,0.6940000000000001,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.09099999999998,185195,4,1
Candy,Doja Cat,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,0.6890000000000001,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,190920,4,1
China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,0.7859999999999999,0.8079999999999999,7,-3.702,1,0.0882,0.0846,0.00028900000000000003,0.0822,0.609,105.027,301714,4,1
All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7,-7.462999999999999,1,0.0384,0.16399999999999998,0.0,0.0708,0.35,150.273,241107,4,1
Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/09OojFvtrM9YRzRjnXqJjA,0.682,0.6409999999999999,8,-8.915,1,0.0386,0.568,0.0,0.22399999999999998,0.826,141.002,126146,4,1
Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.8059999999999999,119.705,130973,4,1
A Holly Jolly Christmas,Burl Ives,https://open.spotify.com/track/4GVYLg1qHyToGonrFg9tgW,0.665,0.365,0,-13.03,1,0.03,0.653,0.0,0.109,0.865,140.418,133840,4,1
It's The Most Wonderful Time Of The Year,Andy Williams,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN,0.24,0.598,7,-8.435,1,0.0369,0.7659999999999999,0.0,0.11699999999999999,0.7759999999999999,201.62900000000002,151933,3,1
Last Christmas,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2,-12.472000000000001,1,0.0293,0.18899999999999997,2.48e-06,0.355,0.9470000000000001,107.682,262960,4,1
Feliz Navidad,Jose Feliciano,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS,0.485,0.857,2,-7.059,1,0.0442,0.534,0.0,0.34700000000000003,0.963,148.749,182360,4,1
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,0.451,0.24,1,-14.014000000000001,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,117147,4,1
The Christmas Song (Merry Christmas To You),Nat King Cole,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,4,1
Sleigh Ride,The Ronettes,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ,0.529,0.772,2,-7.013,1,0.0287,0.40299999999999997,2.21e-06,0.316,0.853,91.751,181267,4,1
Rudolph The Red-Nosed Reindeer,Gene Autry,https://open.spotify.com/track/1dtIaSlyrLI04sqYa8nLyN,0.629,0.159,8,-14.056,1,0.0495,0.883,0.0,0.222,0.642,142.157,186733,4,1
Happy Holiday / The Holiday Season,Andy Williams,https://open.spotify.com/track/3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,9,-10.193,0,0.0329,0.727,0.0,0.233,0.7440000000000001,74.347,156867,4,1
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa,0.7240000000000001,0.276,7,-12.25,1,0.0599,0.76,0.0,0.11599999999999999,0.718,112.874,155933,4,1
Christmas (Baby Please Come Home),Darlene Love,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.62700000000001,166453,4,1
Underneath The Tree,Kelly Clarkson,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.6890000000000001,159.876,229640,4,1
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo,0.8340000000000001,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.62799999999999,150267,4,1
Run Rudolph Run,Chuck Berry,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ,0.6809999999999999,0.715,7,-10.609000000000002,0,0.0912,0.812,9.43e-06,0.0777,0.9570000000000001,152.132,165733,4,1
(There's No Place Like) Home For The Holidays,Perry Como,https://open.spotify.com/track/5mKxNjNnRFpO9Muzw3Ug0u,0.69,0.188,0,-12.797,1,0.0316,0.897,0.0,0.133,0.736,78.043,171333,4,1
Blue Christmas,Elvis Presley,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4,-16.660999999999998,1,0.0425,0.9,0.0010400000000000001,0.145,0.58,94.51799999999999,129173,4,1
White Christmas,Bing Crosby,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,0.317,0.158,9,-16.485,1,0.0381,0.6729999999999999,0.353,0.33799999999999997,0.247,130.503,177480,3,1
Jingle Bells,Frank Sinatra,https://open.spotify.com/track/4KV9bM7a1KDc7b7OakFZic,0.706,0.38299999999999995,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.99700000000001,122160,4,1
Like It's Christmas,Jonas Brothers,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv,0.725,0.5710000000000001,1,-6.007000000000001,1,0.102,0.0183,0.0,0.0519,0.61,146.035,200880,4,1
Baby It's Cold Outside,Dean Martin,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036,143733,3,1
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,https://open.spotify.com/track/6Tof6kPUc2a17GKaKz4IXz,0.478,0.475,7,-10.901,1,0.28,0.946,0.00372,0.133,0.43700000000000006,89.2,315733,4,1
Happy Xmas (War Is Over),John Legend,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,214333,3,1
Hate Me,Ellie Goulding & Juice WRLD,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8,-4.628,1,0.0507,0.10800000000000001,0.0,0.14400000000000002,0.759,75.025,186223,4,1
Baby Sitter,DaBaby Featuring Offset,https://open.spotify.com/track/7f1zjZG77S891Uv4O68yfk,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.39399999999999996,92.506,157693,4,1
Lucid Dreams,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999999,239836,4,1
Falling,Harry Styles,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,0.5670000000000001,0.267,4,-6.502000000000001,1,0.0299,0.8390000000000001,1.46e-06,0.08900000000000001,0.0592,110.01100000000001,240133,4,1
Lights Up,Harry Styles,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.98700000000001,172213,4,1
Dirty Iyanna,YoungBoy Never Broke Again,https://open.spotify.com/track/3z2q4KZxGOotjB87arytei,0.8079999999999999,0.841,0,-4.492,1,0.0342,0.0336,4.35e-05,0.129,0.48200000000000004,131.98,252312,4,1
Famous Hoes,NLE Choppa,https://open.spotify.com/track/35Xf2ABjPzUXKz19akd7Jj,0.732,0.627,4,-5.693,0,0.161,0.34600000000000003,0.0,0.261,0.332,81.48100000000001,135460,4,1
Cherry,Harry Styles,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,0.53,0.512,7,-9.261000000000001,1,0.0259,0.615,0.004529999999999999,0.129,0.41100000000000003,95.946,259187,4,1
Golden,Harry Styles,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,0.44799999999999995,0.838,4,-5.257000000000001,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4,1
Prayed For You,Matt Stell,https://open.spotify.com/track/4j6GMcVcqZf1r0GDqMtYp6,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4,1
She,Harry Styles,https://open.spotify.com/track/6SQLk9HSNketfgs2AyIiMs,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,362653,3,1
6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.22899999999999998,142.048,199437,4,1
Legends,Juice WRLD,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,0.594,0.7979999999999999,4,-5.244,1,0.0844,0.115,0.0,0.14300000000000002,0.381,142.049,191840,4,1
Robbery,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,0.685,0.6920000000000001,2,-5.122000000000001,1,0.0457,0.32799999999999996,0.0,0.153,0.578,159.966,240051,5,1
Christmas Tree Farm,Taylor Swift,https://open.spotify.com/track/2mvabkN1i2gLnGAPUVdwek,0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.43700000000000006,134.002,228027,4,1
Bad Vibes Forever,XXXTENTACION Featuring PnB Rock & Trippie Redd,https://open.spotify.com/track/03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.33399999999999996,0.0017399999999999998,0.0571,0.746,129.874,150475,4,1
Empty,Juice WRLD,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4,1
Show Yourself,Idina Menzel & Evan Rachel Wood,https://open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ,0.321,0.429,6,-7.0729999999999995,1,0.0302,0.7240000000000001,9.1e-05,0.0606,0.174,123.419,260907,4,1
We Were,Keith Urban,https://open.spotify.com/track/6JOeNbZ3X6dtXusG3hkHn8,0.44,0.8029999999999999,5,-6.162000000000001,1,0.0512,0.127,0.0,0.128,0.633,79.312,189104,4,1
Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,https://open.spotify.com/track/7q0VdsXafFQIYfk3eZpwTq,0.511,0.7190000000000001,5,-6.261,1,0.11699999999999999,0.198,0.0,0.545,0.61,77.48100000000001,294775,4,1
Big Stepper,Roddy Ricch,https://open.spotify.com/track/6x0QNM6f0C2JEjK0hFF8Ca,0.753,0.597,8,-8.469,1,0.292,0.0477,0.0,0.19699999999999998,0.616,76.997,175170,4,1
Cuban Links,Rod Wave & Kevin Gates,https://open.spotify.com/track/4ovta8hB5ymzzsR5EaCEdx,0.693,0.652,5,-8.766,1,0.299,0.25,0.0,0.0294,0.77,87.986,192183,4,1
How Do You Sleep?,Sam Smith,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,0.47700000000000004,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.56700000000001,202205,5,1
Time,NF,https://open.spotify.com/track/6MxMqCgqmekcr0VwSU7AVH,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.04899999999999,240429,4,1
All The Good Girls Go To Hell,Billie Eilish,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0,0.37200000000000005,0.28300000000000003,0.14300000000000002,0.177,0.569,185.044,168840,4,1
Who Needs Love,Trippie Redd,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.8740000000000001,108.963,158532,4,1
Follow God,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,4,1
F.N,Lil Tjay,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,0.5670000000000001,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,1
Into The Unknown,Panic! At The Disco,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719,189132,4,1
La Cancion,J Balvin & Bad Bunny,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0.754,0.6459999999999999,7,-5.795,1,0.317,0.152,1.85e-05,0.10800000000000001,0.429,176.08900000000003,242573,4,1
Goodbyes,Post Malone Featuring Young Thug,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,0.5479999999999999,0.653,5,-3.875,1,0.081,0.456,0.0,0.10300000000000001,0.163,150.06799999999998,174853,4,1
One Thing Right,Marshmello & Kane Brown,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.5820000000000001,0.439,88.042,181824,4,1
Love Me More,Trippie Redd,https://open.spotify.com/track/6uYgCE2OEulOw5zhHvZsHf,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.24100000000000002,0.247,83.381,143713,4,1
Lalala,Y2K & bbno$,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2,-7.899,1,0.0845,0.18100000000000002,0.0,0.13699999999999998,0.496,129.972,160627,4,1
Hate Me,Trippie Redd Featuring YoungBoy Never Broke Again,https://open.spotify.com/track/1FxTz4x5X7ewAICkKhB3kA,0.872,0.48,10,-7.184,1,0.0664,0.406,0.0,0.109,0.61,121.01299999999999,144771,4,1
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,https://open.spotify.com/track/1njRzdfGNUY2RZU0lVO787,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.21899999999999997,112.15,183589,5,1
Tip Of My Tongue,Kenny Chesney,https://open.spotify.com/track/40ufL61vEaDaaOitYhnlQ7,0.669,0.5589999999999999,5,-5.003,1,0.0251,0.0805,0.0,0.0703,0.491,95.001,199413,4,1
Good Vibes,Chris Janson,https://open.spotify.com/track/1XVqh0dC0PIl72f2mQhsVt,0.5820000000000001,0.846,0,-2.7710000000000004,1,0.0451,0.022000000000000002,0.0,0.133,0.736,92.00399999999999,165587,4,1
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,0.872,0.8140000000000001,0,-4.5680000000000005,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4,1
Lonely Child,YoungBoy Never Broke Again,https://open.spotify.com/track/6xqZi5JTTk6XIMLvy7w5JJ,0.584,0.688,6,-4.427,0,0.431,0.294,0.0,0.09699999999999999,0.628,94.971,217659,5,1
Money In The Grave,Drake Featuring Rick Ross,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.10099999999999999,0.0,0.122,0.10099999999999999,100.541,205427,4,1
Dancing With A Stranger,Sam Smith & Normani,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.34700000000000003,102.99799999999999,171030,4,1
The Take,Tory Lanez Featuring Chris Brown,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY,0.46399999999999997,0.547,7,-8.137,0,0.33899999999999997,0.0511,0.0,0.155,0.423,67.003,221492,4,1
Liar,Camila Cabello,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,1
Every Little Thing,Russell Dickerson,https://open.spotify.com/track/3kgCJPXDlnL5bl1HFesHUi,0.637,0.853,1,-4.664,1,0.109,0.21600000000000003,0.0,0.0357,0.861,93.87,190640,4,1
